"","V2","V3"
"101","05/11/19 11:30:00 AM",26.891
"102","05/11/19 11:45:00 AM",26.94
"103","05/11/19 12:00:00 PM",26.94
"104","05/11/19 12:15:00 PM",26.94
"105","05/11/19 12:30:00 PM",27.014
"106","05/11/19 12:45:00 PM",27.087
"107","05/11/19 01:00:00 PM",27.063
"108","05/11/19 01:15:00 PM",27.063
"109","05/11/19 01:30:00 PM",27.161
"110","05/11/19 01:45:00 PM",27.161
"111","05/11/19 02:00:00 PM",27.186
"112","05/11/19 02:15:00 PM",27.308
"113","05/11/19 02:30:00 PM",27.333
"114","05/11/19 02:45:00 PM",27.358
"115","05/11/19 03:00:00 PM",27.358
"116","05/11/19 03:15:00 PM",27.382
"117","05/11/19 03:30:00 PM",27.358
"118","05/11/19 03:45:00 PM",27.259
"119","05/11/19 04:00:00 PM",27.284
"120","05/11/19 04:15:00 PM",27.235
"121","05/11/19 04:30:00 PM",27.161
"122","05/11/19 04:45:00 PM",27.136
"123","05/11/19 05:00:00 PM",27.136
"124","05/11/19 05:15:00 PM",27.136
"125","05/11/19 05:30:00 PM",27.161
"126","05/11/19 05:45:00 PM",27.259
"127","05/11/19 06:00:00 PM",27.333
"128","05/11/19 06:15:00 PM",27.308
"129","05/11/19 06:30:00 PM",27.21
"130","05/11/19 06:45:00 PM",26.891
"131","05/11/19 07:00:00 PM",26.842
"132","05/11/19 07:15:00 PM",26.793
"133","05/11/19 07:30:00 PM",26.744
"134","05/11/19 07:45:00 PM",26.72
"135","05/11/19 08:00:00 PM",26.695
"136","05/11/19 08:15:00 PM",26.72
"137","05/11/19 08:30:00 PM",26.695
"138","05/11/19 08:45:00 PM",26.695
"139","05/11/19 09:00:00 PM",26.818
"140","05/11/19 09:15:00 PM",26.842
"141","05/11/19 09:30:00 PM",26.891
"142","05/11/19 09:45:00 PM",26.94
"143","05/11/19 10:00:00 PM",27.063
"144","05/11/19 10:15:00 PM",27.161
"145","05/11/19 10:30:00 PM",27.161
"146","05/11/19 10:45:00 PM",27.136
"147","05/11/19 11:00:00 PM",27.112
"148","05/11/19 11:15:00 PM",27.087
"149","05/11/19 11:30:00 PM",27.087
"150","05/11/19 11:45:00 PM",27.038
"151","05/12/19 12:00:00 AM",27.014
"152","05/12/19 12:15:00 AM",27.063
"153","05/12/19 12:30:00 AM",27.112
"154","05/12/19 12:45:00 AM",27.161
"155","05/12/19 01:00:00 AM",27.087
"156","05/12/19 01:15:00 AM",26.965
"157","05/12/19 01:30:00 AM",26.867
"158","05/12/19 01:45:00 AM",26.867
"159","05/12/19 02:00:00 AM",26.842
"160","05/12/19 02:15:00 AM",26.769
"161","05/12/19 02:30:00 AM",26.744
"162","05/12/19 02:45:00 AM",26.695
"163","05/12/19 03:00:00 AM",26.72
"164","05/12/19 03:15:00 AM",26.842
"165","05/12/19 03:30:00 AM",26.818
"166","05/12/19 03:45:00 AM",26.818
"167","05/12/19 04:00:00 AM",26.842
"168","05/12/19 04:15:00 AM",26.818
"169","05/12/19 04:30:00 AM",26.793
"170","05/12/19 04:45:00 AM",26.72
"171","05/12/19 05:00:00 AM",26.744
"172","05/12/19 05:15:00 AM",26.744
"173","05/12/19 05:30:00 AM",26.769
"174","05/12/19 05:45:00 AM",26.793
"175","05/12/19 06:00:00 AM",26.744
"176","05/12/19 06:15:00 AM",26.72
"177","05/12/19 06:30:00 AM",26.72
"178","05/12/19 06:45:00 AM",26.671
"179","05/12/19 07:00:00 AM",26.671
"180","05/12/19 07:15:00 AM",26.695
"181","05/12/19 07:30:00 AM",26.671
"182","05/12/19 07:45:00 AM",26.671
"183","05/12/19 08:00:00 AM",26.671
"184","05/12/19 08:15:00 AM",26.671
"185","05/12/19 08:30:00 AM",26.695
"186","05/12/19 08:45:00 AM",26.744
"187","05/12/19 09:00:00 AM",26.769
"188","05/12/19 09:15:00 AM",26.818
"189","05/12/19 09:30:00 AM",26.842
"190","05/12/19 09:45:00 AM",26.867
"191","05/12/19 10:00:00 AM",26.891
"192","05/12/19 10:15:00 AM",26.916
"193","05/12/19 10:30:00 AM",26.94
"194","05/12/19 10:45:00 AM",26.965
"195","05/12/19 11:00:00 AM",27.014
"196","05/12/19 11:15:00 AM",26.989
"197","05/12/19 11:30:00 AM",27.014
"198","05/12/19 11:45:00 AM",26.989
"199","05/12/19 12:00:00 PM",27.014
"200","05/12/19 12:15:00 PM",27.112
"201","05/12/19 12:30:00 PM",27.186
"202","05/12/19 12:45:00 PM",27.161
"203","05/12/19 01:00:00 PM",27.112
"204","05/12/19 01:15:00 PM",27.087
"205","05/12/19 01:30:00 PM",27.112
"206","05/12/19 01:45:00 PM",27.21
"207","05/12/19 02:00:00 PM",27.284
"208","05/12/19 02:15:00 PM",27.308
"209","05/12/19 02:30:00 PM",27.456
"210","05/12/19 02:45:00 PM",27.53
"211","05/12/19 03:00:00 PM",27.505
"212","05/12/19 03:15:00 PM",27.505
"213","05/12/19 03:30:00 PM",27.431
"214","05/12/19 03:45:00 PM",27.333
"215","05/12/19 04:00:00 PM",27.235
"216","05/12/19 04:15:00 PM",27.235
"217","05/12/19 04:30:00 PM",27.235
"218","05/12/19 04:45:00 PM",27.21
"219","05/12/19 05:00:00 PM",27.21
"220","05/12/19 05:15:00 PM",27.186
"221","05/12/19 05:30:00 PM",27.136
"222","05/12/19 05:45:00 PM",27.136
"223","05/12/19 06:00:00 PM",27.063
"224","05/12/19 06:15:00 PM",27.087
"225","05/12/19 06:30:00 PM",27.112
"226","05/12/19 06:45:00 PM",27.112
"227","05/12/19 07:00:00 PM",27.186
"228","05/12/19 07:15:00 PM",27.186
"229","05/12/19 07:30:00 PM",27.063
"230","05/12/19 07:45:00 PM",27.161
"231","05/12/19 08:00:00 PM",27.161
"232","05/12/19 08:15:00 PM",27.014
"233","05/12/19 08:30:00 PM",26.965
"234","05/12/19 08:45:00 PM",26.916
"235","05/12/19 09:00:00 PM",26.867
"236","05/12/19 09:15:00 PM",26.867
"237","05/12/19 09:30:00 PM",26.842
"238","05/12/19 09:45:00 PM",26.916
"239","05/12/19 10:00:00 PM",26.94
"240","05/12/19 10:15:00 PM",26.965
"241","05/12/19 10:30:00 PM",26.94
"242","05/12/19 10:45:00 PM",26.916
"243","05/12/19 11:00:00 PM",26.916
"244","05/12/19 11:15:00 PM",26.916
"245","05/12/19 11:30:00 PM",27.038
"246","05/12/19 11:45:00 PM",27.063
"247","05/13/19 12:00:00 AM",26.965
"248","05/13/19 12:15:00 AM",26.891
"249","05/13/19 12:30:00 AM",26.891
"250","05/13/19 12:45:00 AM",26.916
"251","05/13/19 01:00:00 AM",26.94
"252","05/13/19 01:15:00 AM",26.916
"253","05/13/19 01:30:00 AM",26.891
"254","05/13/19 01:45:00 AM",26.916
"255","05/13/19 02:00:00 AM",26.916
"256","05/13/19 02:15:00 AM",26.842
"257","05/13/19 02:30:00 AM",26.793
"258","05/13/19 02:45:00 AM",26.818
"259","05/13/19 03:00:00 AM",26.916
"260","05/13/19 03:15:00 AM",27.063
"261","05/13/19 03:30:00 AM",27.038
"262","05/13/19 03:45:00 AM",27.087
"263","05/13/19 04:00:00 AM",27.038
"264","05/13/19 04:15:00 AM",27.063
"265","05/13/19 04:30:00 AM",27.136
"266","05/13/19 04:45:00 AM",27.186
"267","05/13/19 05:00:00 AM",27.161
"268","05/13/19 05:15:00 AM",27.112
"269","05/13/19 05:30:00 AM",27.161
"270","05/13/19 05:45:00 AM",27.186
"271","05/13/19 06:00:00 AM",27.21
"272","05/13/19 06:15:00 AM",27.308
"273","05/13/19 06:30:00 AM",27.333
"274","05/13/19 06:45:00 AM",27.333
"275","05/13/19 07:00:00 AM",27.308
"276","05/13/19 07:15:00 AM",27.259
"277","05/13/19 07:30:00 AM",27.284
"278","05/13/19 07:45:00 AM",27.308
"279","05/13/19 08:00:00 AM",27.308
"280","05/13/19 08:15:00 AM",27.333
"281","05/13/19 08:30:00 AM",27.333
"282","05/13/19 08:45:00 AM",27.333
"283","05/13/19 09:00:00 AM",27.333
"284","05/13/19 09:15:00 AM",27.358
"285","05/13/19 09:30:00 AM",27.382
"286","05/13/19 09:45:00 AM",27.407
"287","05/13/19 10:00:00 AM",27.456
"288","05/13/19 10:15:00 AM",27.505
"289","05/13/19 10:30:00 AM",27.53
"290","05/13/19 10:45:00 AM",27.554
"291","05/13/19 11:00:00 AM",27.628
"292","05/13/19 11:15:00 AM",27.751
"293","05/13/19 11:30:00 AM",27.801
"294","05/13/19 11:45:00 AM",27.85
"295","05/13/19 12:00:00 PM",27.875
"296","05/13/19 12:15:00 PM",27.899
"297","05/13/19 12:30:00 PM",27.924
"298","05/13/19 12:45:00 PM",27.998
"299","05/13/19 01:00:00 PM",27.899
"300","05/13/19 01:15:00 PM",27.899
"301","05/13/19 01:30:00 PM",27.949
"302","05/13/19 01:45:00 PM",28.023
"303","05/13/19 02:00:00 PM",28.072
"304","05/13/19 02:15:00 PM",28.097
"305","05/13/19 02:30:00 PM",28.147
"306","05/13/19 02:45:00 PM",28.122
"307","05/13/19 03:00:00 PM",28.122
"308","05/13/19 03:15:00 PM",28.147
"309","05/13/19 03:30:00 PM",28.221
"310","05/13/19 03:45:00 PM",28.245
"311","05/13/19 04:00:00 PM",28.245
"312","05/13/19 04:15:00 PM",28.245
"313","05/13/19 04:30:00 PM",28.221
"314","05/13/19 04:45:00 PM",28.196
"315","05/13/19 05:00:00 PM",28.147
"316","05/13/19 05:15:00 PM",28.147
"317","05/13/19 05:30:00 PM",28.122
"318","05/13/19 05:45:00 PM",28.072
"319","05/13/19 06:00:00 PM",28.419
"320","05/13/19 06:15:00 PM",28.816
"321","05/13/19 06:30:00 PM",28.791
"322","05/13/19 06:45:00 PM",28.766
"323","05/13/19 07:00:00 PM",28.717
"324","05/13/19 07:15:00 PM",28.717
"325","05/13/19 07:30:00 PM",28.692
"326","05/13/19 07:45:00 PM",28.717
"327","05/13/19 08:00:00 PM",28.742
"328","05/13/19 08:15:00 PM",28.667
"329","05/13/19 08:30:00 PM",28.642
"330","05/13/19 08:45:00 PM",28.642
"331","05/13/19 09:00:00 PM",28.617
"332","05/13/19 09:15:00 PM",28.642
"333","05/13/19 09:30:00 PM",28.593
"334","05/13/19 09:45:00 PM",28.568
"335","05/13/19 10:00:00 PM",28.568
"336","05/13/19 10:15:00 PM",28.543
"337","05/13/19 10:30:00 PM",28.543
"338","05/13/19 10:45:00 PM",28.543
"339","05/13/19 11:00:00 PM",28.493
"340","05/13/19 11:15:00 PM",28.468
"341","05/13/19 11:30:00 PM",28.493
"342","05/13/19 11:45:00 PM",28.444
"343","05/14/19 12:00:00 AM",28.345
"344","05/14/19 12:15:00 AM",28.345
"345","05/14/19 12:30:00 AM",28.394
"346","05/14/19 12:45:00 AM",28.369
"347","05/14/19 01:00:00 AM",28.245
"348","05/14/19 01:15:00 AM",28.245
"349","05/14/19 01:30:00 AM",28.245
"350","05/14/19 01:45:00 AM",28.295
"351","05/14/19 02:00:00 AM",28.345
"352","05/14/19 02:15:00 AM",28.345
"353","05/14/19 02:30:00 AM",28.369
"354","05/14/19 02:45:00 AM",28.345
"355","05/14/19 03:00:00 AM",28.369
"356","05/14/19 03:15:00 AM",28.394
"357","05/14/19 03:30:00 AM",28.369
"358","05/14/19 03:45:00 AM",28.345
"359","05/14/19 04:00:00 AM",28.345
"360","05/14/19 04:15:00 AM",28.369
"361","05/14/19 04:30:00 AM",28.345
"362","05/14/19 04:45:00 AM",28.345
"363","05/14/19 05:00:00 AM",28.369
"364","05/14/19 05:15:00 AM",28.394
"365","05/14/19 05:30:00 AM",28.369
"366","05/14/19 05:45:00 AM",28.32
"367","05/14/19 06:00:00 AM",28.32
"368","05/14/19 06:15:00 AM",28.171
"369","05/14/19 06:30:00 AM",28.097
"370","05/14/19 06:45:00 AM",28.122
"371","05/14/19 07:00:00 AM",28.072
"372","05/14/19 07:15:00 AM",28.048
"373","05/14/19 07:30:00 AM",28.097
"374","05/14/19 07:45:00 AM",28.122
"375","05/14/19 08:00:00 AM",28.171
"376","05/14/19 08:15:00 AM",28.171
"377","05/14/19 08:30:00 AM",28.221
"378","05/14/19 08:45:00 AM",28.122
"379","05/14/19 09:00:00 AM",28.171
"380","05/14/19 09:15:00 AM",28.221
"381","05/14/19 09:30:00 AM",28.444
"382","05/14/19 09:45:00 AM",28.444
"383","05/14/19 10:00:00 AM",28.493
"384","05/14/19 10:15:00 AM",28.468
"385","05/14/19 10:30:00 AM",28.493
"386","05/14/19 10:45:00 AM",28.493
"387","05/14/19 11:00:00 AM",28.543
"388","05/14/19 11:15:00 AM",28.493
"389","05/14/19 11:30:00 AM",28.493
"390","05/14/19 11:45:00 AM",28.493
"391","05/14/19 12:00:00 PM",28.543
"392","05/14/19 12:15:00 PM",28.518
"393","05/14/19 12:30:00 PM",28.568
"394","05/14/19 12:45:00 PM",28.543
"395","05/14/19 01:00:00 PM",28.568
"396","05/14/19 01:15:00 PM",28.518
