"","Date.Time","Tank1","Tank2","Tank3","Tank4","Tank5","Tank6"
"344",2019-05-14 00:30:00,27.53,28.667,28.394,27.53,27.702,27.554
"345",2019-05-14 00:45:00,27.505,28.667,28.369,27.505,27.677,27.53
"346",2019-05-14 01:00:00,27.382,28.617,28.245,27.407,27.579,27.407
"347",2019-05-14 01:15:00,27.358,28.593,28.245,27.358,27.554,27.382
"348",2019-05-14 01:30:00,27.358,28.593,28.245,27.358,27.554,27.382
"349",2019-05-14 01:45:00,27.456,28.617,28.295,27.456,27.653,27.481
"350",2019-05-14 02:00:00,27.505,28.692,28.345,27.505,27.702,27.53
"351",2019-05-14 02:15:00,27.456,28.692,28.345,27.481,27.677,27.505
"352",2019-05-14 02:30:00,27.481,28.692,28.369,27.481,27.702,27.505
"353",2019-05-14 02:45:00,27.481,28.667,28.345,27.481,27.702,27.53
"354",2019-05-14 03:00:00,27.53,28.667,28.369,27.53,27.727,27.554
"355",2019-05-14 03:15:00,27.53,28.667,28.394,27.53,27.702,27.554
"356",2019-05-14 03:30:00,27.505,28.692,28.369,27.505,27.677,27.53
"357",2019-05-14 03:45:00,27.505,28.667,28.345,27.505,27.677,27.53
"358",2019-05-14 04:00:00,27.505,28.642,28.345,27.505,27.702,27.53
"359",2019-05-14 04:15:00,27.505,28.667,28.369,27.505,27.727,27.53
"360",2019-05-14 04:30:00,27.505,28.642,28.345,27.505,27.727,27.53
"361",2019-05-14 04:45:00,27.53,28.667,28.345,27.53,27.727,27.554
"362",2019-05-14 05:00:00,27.53,28.642,28.369,27.53,27.727,27.554
"363",2019-05-14 05:15:00,27.53,28.667,28.394,27.53,27.727,27.554
"364",2019-05-14 05:30:00,27.53,28.667,28.369,27.53,27.702,27.554
"365",2019-05-14 05:45:00,27.456,28.642,28.32,27.481,27.628,27.505
"366",2019-05-14 06:00:00,27.407,28.593,28.32,27.431,27.604,27.431
"367",2019-05-14 06:15:00,27.259,28.468,28.171,27.284,27.456,27.284
"368",2019-05-14 06:30:00,27.235,28.419,28.097,27.235,27.407,27.259
"369",2019-05-14 06:45:00,27.284,28.468,28.122,27.284,27.456,27.333
"370",2019-05-14 07:00:00,27.21,28.419,28.072,27.21,27.382,27.235
"371",2019-05-14 07:15:00,27.161,28.394,28.048,27.186,27.358,27.21
"372",2019-05-14 07:30:00,27.186,28.419,28.097,27.21,27.382,27.235
"373",2019-05-14 07:45:00,27.21,28.394,28.122,27.235,27.407,27.259
"374",2019-05-14 08:00:00,27.284,28.419,28.171,27.284,27.481,27.333
"375",2019-05-14 08:15:00,27.308,28.468,28.171,27.333,27.481,27.358
"376",2019-05-14 08:30:00,27.333,28.518,28.221,27.358,27.505,27.358
"377",2019-05-14 08:45:00,27.308,28.072,28.122,27.333,27.505,27.358
"378",2019-05-14 09:00:00,27.407,28.097,28.171,27.431,27.604,27.431
"379",2019-05-14 09:15:00,27.481,28.147,28.221,27.481,27.677,27.505
"380",2019-05-14 09:30:00,27.53,27.924,28.444,27.554,27.801,27.554
"381",2019-05-14 09:45:00,27.53,28.742,28.444,27.554,27.825,27.554
"382",2019-05-14 10:00:00,27.554,29.09,28.493,27.579,28.122,27.579
"383",2019-05-14 10:15:00,27.579,29.165,28.468,27.579,28.122,27.604
"384",2019-05-14 10:30:00,27.604,29.215,28.493,27.604,28.147,27.628
"385",2019-05-14 10:45:00,27.604,29.265,28.493,27.628,28.196,27.653
"386",2019-05-14 11:00:00,27.628,29.29,28.543,27.653,28.196,27.653
"387",2019-05-14 11:15:00,27.604,29.265,28.493,27.628,28.147,27.628
"388",2019-05-14 11:30:00,27.554,29.19,28.493,27.579,28.122,27.579
"389",2019-05-14 11:45:00,27.554,29.215,28.493,27.579,28.147,27.579
"390",2019-05-14 12:00:00,27.579,29.24,28.543,27.579,28.147,27.604
"391",2019-05-14 12:15:00,27.579,29.29,28.518,27.579,28.147,27.604
"392",2019-05-14 12:30:00,27.579,29.29,28.568,27.604,28.196,27.628
"393",2019-05-14 12:45:00,27.579,28.468,28.543,27.604,28.196,27.604
"394",2019-05-14 13:00:00,27.604,29.165,28.568,27.604,28.171,27.628
"395",2019-05-14 13:15:00,27.579,28.642,28.518,27.579,28.171,27.604
"396",2019-05-14 13:30:00,NA,NA,NA,27.53,28.122,27.554
"1",2019-05-14 13:45:00,27.456,28.196,28.444,27.456,28.196,27.505
"2",2019-05-14 14:00:00,27.505,28.048,28.493,27.53,28.295,27.53
"3",2019-05-14 14:15:00,27.53,28.122,28.543,27.554,28.345,27.579
"4",2019-05-14 14:30:00,27.579,28.122,28.593,27.604,28.369,27.628
"5",2019-05-14 14:45:00,27.628,28.122,28.617,27.628,28.394,27.653
"6",2019-05-14 15:00:00,27.604,28.147,28.593,27.604,28.419,27.628
"7",2019-05-14 15:15:00,27.653,28.196,28.642,27.653,28.419,27.677
"8",2019-05-14 15:30:00,27.677,28.245,28.667,27.677,28.468,27.702
"9",2019-05-14 15:45:00,27.653,28.221,28.642,27.677,28.444,27.702
"10",2019-05-14 16:00:00,27.653,28.245,28.642,27.653,28.419,27.677
"11",2019-05-14 16:15:00,27.628,28.221,28.642,27.628,28.419,27.653
"12",2019-05-14 16:30:00,27.604,28.196,28.617,27.628,28.419,27.653
"13",2019-05-14 16:45:00,27.579,28.171,28.568,27.579,28.345,27.604
"14",2019-05-14 17:00:00,27.554,28.147,28.568,27.554,28.345,27.579
"15",2019-05-14 17:15:00,27.53,28.122,28.543,27.554,28.345,27.579
"16",2019-05-14 17:30:00,27.53,28.122,28.543,27.554,28.32,27.579
"17",2019-05-14 17:45:00,27.604,28.196,28.593,27.628,28.369,27.628
"18",2019-05-14 18:00:00,27.677,28.27,28.667,27.702,28.444,27.702
"19",2019-05-14 18:15:00,27.727,28.295,28.717,27.751,28.518,27.751
"20",2019-05-14 18:30:00,27.776,28.369,28.742,27.801,28.518,27.801
"21",2019-05-14 18:45:00,27.776,28.32,28.766,27.776,28.543,27.801
"22",2019-05-14 19:00:00,27.776,28.369,28.742,27.801,28.543,27.801
"23",2019-05-14 19:15:00,27.751,28.32,28.717,27.751,28.493,27.776
"24",2019-05-14 19:30:00,27.751,28.32,28.717,27.776,28.493,27.776
"25",2019-05-14 19:45:00,27.727,28.345,28.717,27.751,28.518,27.751
"26",2019-05-14 20:00:00,27.702,28.32,28.667,27.702,28.468,27.727
"27",2019-05-14 20:15:00,27.628,28.295,28.617,27.653,28.394,27.677
"28",2019-05-14 20:30:00,27.604,28.221,28.617,27.604,28.394,27.628
"29",2019-05-14 20:45:00,27.554,28.196,28.568,27.579,28.345,27.579
"30",2019-05-14 21:00:00,27.53,28.147,28.518,27.554,28.295,27.554
"31",2019-05-14 21:15:00,27.53,28.171,28.493,27.53,28.32,27.554
"32",2019-05-14 21:30:00,27.505,28.097,28.493,27.53,28.27,27.53
"33",2019-05-14 21:45:00,27.505,28.072,28.493,27.53,28.27,27.53
"34",2019-05-14 22:00:00,27.481,28.072,28.493,27.505,28.295,27.53
"35",2019-05-14 22:15:00,27.481,28.048,28.468,27.481,28.295,27.505
"36",2019-05-14 22:30:00,27.456,28.048,28.444,27.481,28.27,27.481
"37",2019-05-14 22:45:00,27.456,28.048,28.419,27.481,28.245,27.481
"38",2019-05-14 23:00:00,27.431,28.023,28.394,27.431,28.245,27.456
"39",2019-05-14 23:15:00,27.382,27.998,28.369,27.407,28.196,27.431
"40",2019-05-14 23:30:00,27.382,27.998,28.394,27.407,28.171,27.407
"41",2019-05-14 23:45:00,27.382,27.974,28.394,27.407,28.196,27.431
"42",2019-05-15 00:00:00,27.358,27.949,28.345,27.382,28.196,27.382
"43",2019-05-15 00:15:00,27.358,27.924,28.345,27.382,28.171,27.382
"44",2019-05-15 00:30:00,27.333,27.949,28.32,27.358,28.171,27.358
"45",2019-05-15 00:45:00,27.358,27.949,28.369,27.382,28.147,27.382
"46",2019-05-15 01:00:00,27.308,27.924,28.32,27.333,28.122,27.333
"47",2019-05-15 01:15:00,27.308,27.924,28.32,27.333,28.122,27.358
"48",2019-05-15 01:30:00,27.333,27.924,28.345,27.358,28.097,27.358
"49",2019-05-15 01:45:00,27.333,27.924,28.32,27.358,28.147,27.358
"50",2019-05-15 02:00:00,27.333,27.924,28.345,27.358,28.147,27.382
"51",2019-05-15 02:15:00,27.333,27.924,28.32,27.358,28.122,27.358
"52",2019-05-15 02:30:00,27.308,27.899,28.32,27.333,28.122,27.358
"53",2019-05-15 02:45:00,27.308,27.899,28.32,27.333,28.072,27.333
"54",2019-05-15 03:00:00,27.308,27.875,28.32,27.308,28.122,27.333
"55",2019-05-15 03:15:00,27.284,27.899,28.32,27.333,28.072,27.333
"56",2019-05-15 03:30:00,27.284,27.85,28.295,27.308,28.097,27.308
"57",2019-05-15 03:45:00,27.259,27.85,28.27,27.284,28.048,27.308
"58",2019-05-15 04:00:00,27.235,27.825,28.221,27.259,28.048,27.259
"59",2019-05-15 04:15:00,27.21,27.801,28.196,27.235,27.998,27.235
"60",2019-05-15 04:30:00,27.186,27.825,28.221,27.235,28.023,27.235
"61",2019-05-15 04:45:00,27.186,27.801,28.196,27.21,28.023,27.235
"62",2019-05-15 05:00:00,27.136,27.751,28.147,27.186,27.974,27.186
"63",2019-05-15 05:15:00,27.112,27.727,28.122,27.136,27.949,27.161
"64",2019-05-15 05:30:00,27.087,27.727,28.122,27.136,27.924,27.136
"65",2019-05-15 05:45:00,27.063,27.702,28.097,27.112,27.924,27.112
"66",2019-05-15 06:00:00,27.087,27.677,28.097,27.112,27.875,27.112
"67",2019-05-15 06:15:00,27.063,27.677,28.072,27.087,27.899,27.112
"68",2019-05-15 06:30:00,27.063,27.653,28.072,27.087,27.875,27.087
"69",2019-05-15 06:45:00,27.063,27.653,28.072,27.087,27.875,27.087
"70",2019-05-15 07:00:00,27.038,27.653,28.097,27.087,27.875,27.087
"71",2019-05-15 07:15:00,27.038,27.677,28.097,27.063,27.85,27.087
"72",2019-05-15 07:30:00,27.063,27.677,28.097,27.087,27.875,27.087
"73",2019-05-15 07:45:00,27.038,27.677,28.072,27.087,27.85,27.087
"74",2019-05-15 08:00:00,27.038,27.653,28.072,27.063,27.875,27.087
"75",2019-05-15 08:15:00,27.038,27.653,28.072,27.063,27.85,27.063
"76",2019-05-15 08:30:00,27.014,27.653,28.048,27.038,27.85,27.063
"77",2019-05-15 08:45:00,27.038,27.677,28.072,27.063,27.875,27.063
"78",2019-05-15 09:00:00,27.087,27.702,28.097,27.112,27.899,27.112
"79",2019-05-15 09:15:00,27.161,27.751,28.147,27.161,27.974,27.186
"80",2019-05-15 09:30:00,27.21,27.801,28.196,27.235,27.998,27.235
"81",2019-05-15 09:45:00,27.235,27.899,28.221,27.259,28.048,27.259
"82",2019-05-15 10:00:00,27.235,27.751,28.221,27.259,28.023,27.284
"83",2019-05-15 10:15:00,27.259,27.751,28.245,27.259,28.048,27.284
"84",2019-05-15 10:30:00,27.284,27.801,28.27,27.284,28.072,27.308
"85",2019-05-15 10:45:00,27.284,27.801,28.27,27.284,28.072,27.308
"86",2019-05-15 11:00:00,27.284,27.801,28.245,27.308,28.072,27.333
"87",2019-05-15 11:15:00,27.284,27.801,28.245,27.308,28.097,27.333
"88",2019-05-15 11:30:00,27.308,27.801,28.27,27.333,28.122,27.358
"89",2019-05-15 11:45:00,27.333,27.801,28.295,27.358,28.097,27.358
"90",2019-05-15 12:00:00,27.284,27.751,28.245,27.308,28.072,27.333
"91",2019-05-15 12:15:00,27.284,27.776,28.221,27.308,28.072,27.333
"92",2019-05-15 12:30:00,27.333,27.825,28.295,27.358,28.122,27.382
"93",2019-05-15 12:45:00,27.333,27.801,28.295,27.358,28.097,27.382
"94",2019-05-15 13:00:00,27.259,27.751,28.221,27.308,28.072,27.308
"95",2019-05-15 13:15:00,27.308,27.801,28.27,27.333,28.072,27.358
"96",2019-05-15 13:18:49,NA,NA,NA,NA,28.27,27.53
"97",2019-05-15 13:19:11,NA,NA,NA,NA,NA,NA
"98",2019-05-15 13:24:31,NA,NA,NA,27.063,NA,NA
"99",2019-05-15 13:30:00,27.407,27.899,28.147,NA,NA,NA
"100",2019-05-15 13:45:00,27.53,28.048,28.493,27.554,28.32,27.579
"101",2019-05-15 14:00:00,27.579,28.568,28.543,27.604,28.345,27.628
"102",2019-05-15 14:15:00,27.628,28.791,28.493,27.653,28.27,27.677
"103",2019-05-15 14:30:00,27.653,28.791,29.065,27.677,28.692,27.677
"104",2019-05-15 14:45:00,27.677,28.816,29.265,27.702,28.841,27.727
"105",2019-05-15 15:00:00,27.677,28.816,29.265,27.702,28.866,27.702
"106",2019-05-15 15:15:00,27.653,28.841,29.265,27.702,28.866,27.702
"107",2019-05-15 15:30:00,27.702,28.866,29.29,27.727,28.866,27.727
"108",2019-05-15 15:45:00,27.702,28.891,29.315,27.727,28.891,27.751
"109",2019-05-15 16:00:00,27.653,28.841,29.215,27.677,28.841,27.702
"110",2019-05-15 16:15:00,27.653,28.791,29.215,27.677,28.841,27.677
"111",2019-05-15 16:30:00,27.628,28.791,29.165,27.653,28.816,27.677
"112",2019-05-15 16:45:00,27.604,28.766,29.14,27.653,28.791,27.653
"113",2019-05-15 17:00:00,27.579,28.742,29.14,27.628,28.791,27.628
"114",2019-05-15 17:15:00,27.579,28.717,29.115,27.604,28.766,27.628
"115",2019-05-15 17:30:00,27.554,28.742,29.09,27.604,28.742,27.604
"116",2019-05-15 17:45:00,27.53,28.692,29.065,27.554,28.717,27.579
"117",2019-05-15 18:00:00,27.481,28.667,29.015,27.53,28.692,27.554
"118",2019-05-15 18:15:00,27.456,28.642,29.015,27.481,28.667,27.505
"119",2019-05-15 18:30:00,27.407,28.593,28.965,27.456,28.667,27.481
"120",2019-05-15 18:45:00,27.382,28.568,28.941,27.407,28.642,27.431
"121",2019-05-15 19:00:00,27.358,28.518,28.916,27.382,28.568,27.407
"122",2019-05-15 19:15:00,27.333,28.518,28.891,27.358,28.543,27.382
"123",2019-05-15 19:30:00,27.308,28.493,28.866,27.333,28.543,27.358
"124",2019-05-15 19:45:00,27.259,28.493,28.841,27.333,28.493,27.358
"125",2019-05-15 20:00:00,27.259,28.493,28.816,27.308,28.518,27.333
"126",2019-05-15 20:15:00,27.235,28.419,28.791,27.284,28.518,27.308
"127",2019-05-15 20:30:00,27.235,28.419,28.791,27.259,28.444,27.284
"128",2019-05-15 20:45:00,27.21,28.394,28.766,27.259,28.468,27.284
"129",2019-05-15 21:00:00,27.186,28.394,28.742,27.235,28.444,27.259
"130",2019-05-15 21:15:00,27.161,28.369,28.742,27.235,28.419,27.259
"131",2019-05-15 21:30:00,27.161,28.369,28.717,27.21,28.419,27.235
"132",2019-05-15 21:45:00,27.136,28.345,28.717,27.186,28.369,27.21
"133",2019-05-15 22:00:00,27.136,28.32,28.692,27.186,28.369,27.21
"134",2019-05-15 22:15:00,27.136,28.32,28.717,27.186,28.345,27.21
"135",2019-05-15 22:30:00,27.112,28.32,28.692,27.161,28.369,27.186
"136",2019-05-15 22:45:00,27.087,28.32,28.667,27.161,28.345,27.161
"137",2019-05-15 23:00:00,27.087,28.295,28.642,27.136,28.32,27.161
"138",2019-05-15 23:15:00,27.063,28.27,28.642,27.136,28.32,27.161
"139",2019-05-15 23:30:00,27.038,28.245,28.617,27.112,28.295,27.112
"140",2019-05-15 23:45:00,27.038,28.245,28.617,27.087,28.27,27.112
"141",2019-05-16 00:00:00,27.014,28.245,28.617,27.087,28.27,27.112
"142",2019-05-16 00:15:00,27.014,28.221,28.593,27.063,28.27,27.087
"143",2019-05-16 00:30:00,26.989,28.196,28.593,27.038,28.245,27.063
"144",2019-05-16 00:45:00,26.989,28.196,28.593,27.038,28.221,27.063
"145",2019-05-16 01:00:00,26.989,28.196,28.593,27.038,28.221,27.038
"146",2019-05-16 01:15:00,26.94,28.171,28.568,27.014,28.196,27.038
"147",2019-05-16 01:30:00,26.94,28.147,28.518,26.989,28.147,27.014
"148",2019-05-16 01:45:00,26.916,28.122,28.518,26.989,28.147,26.989
"149",2019-05-16 02:00:00,26.94,28.147,28.543,26.989,28.196,27.014
"150",2019-05-16 02:15:00,26.94,28.147,28.518,26.989,28.171,27.014
"151",2019-05-16 02:30:00,26.94,28.667,28.518,27.014,28.171,27.038
"152",2019-05-16 02:45:00,26.94,28.221,28.543,26.989,28.196,27.014
"153",2019-05-16 03:00:00,26.916,28.171,28.518,26.989,28.171,27.014
"154",2019-05-16 03:15:00,26.916,28.122,28.518,26.965,28.147,26.989
"155",2019-05-16 03:30:00,26.867,28.097,28.444,26.916,28.147,26.94
"156",2019-05-16 03:45:00,26.867,28.097,28.468,26.916,28.147,26.94
"157",2019-05-16 04:00:00,26.891,28.122,28.468,26.94,28.122,26.965
"158",2019-05-16 04:15:00,26.916,28.171,28.518,26.989,28.221,27.014
"159",2019-05-16 04:30:00,26.965,28.221,28.543,27.014,28.221,27.038
"160",2019-05-16 04:45:00,26.965,28.221,28.568,27.038,28.245,27.038
"161",2019-05-16 05:00:00,26.867,28.196,28.543,27.038,28.221,27.038
"162",2019-05-16 05:15:00,26.744,28.171,28.543,27.014,28.221,27.038
"163",2019-05-16 05:30:00,26.793,28.171,28.543,26.989,28.196,27.014
"164",2019-05-16 05:45:00,26.965,28.245,28.617,27.063,28.295,27.087
"165",2019-05-16 06:00:00,26.989,28.245,28.593,27.063,28.27,27.087
"166",2019-05-16 06:15:00,26.989,28.196,28.543,27.038,28.245,27.038
"167",2019-05-16 06:30:00,26.94,28.196,28.543,26.989,28.196,27.014
"168",2019-05-16 06:45:00,26.965,28.196,28.543,26.989,28.196,27.014
"169",2019-05-16 07:00:00,26.965,28.171,28.543,27.014,28.196,27.014
"170",2019-05-16 07:15:00,26.94,28.171,28.518,26.989,28.196,26.989
"171",2019-05-16 07:30:00,26.891,28.097,28.468,26.916,28.122,26.94
"172",2019-05-16 07:45:00,26.891,28.147,28.493,26.94,28.171,26.965
"173",2019-05-16 08:00:00,26.916,28.147,28.493,26.965,28.147,26.965
"174",2019-05-16 08:15:00,26.94,28.171,28.518,26.965,28.171,26.989
"175",2019-05-16 08:30:00,26.965,28.171,28.543,26.989,28.196,27.014
"176",2019-05-16 08:45:00,26.989,28.221,28.543,27.038,28.221,27.038
"177",2019-05-16 09:00:00,27.063,28.27,28.642,27.112,28.32,27.136
"178",2019-05-16 09:15:00,27.161,28.419,28.766,27.186,28.369,27.186
"179",2019-05-16 09:30:00,27.235,28.493,28.816,27.235,28.518,27.235
"180",2019-05-16 09:45:00,27.235,28.468,28.891,27.259,28.593,27.284
"181",2019-05-16 10:00:00,27.284,28.518,28.916,27.308,28.568,27.308
"182",2019-05-16 10:15:00,27.308,28.518,28.941,27.308,28.617,27.333
"183",2019-05-16 10:30:00,27.308,28.593,28.941,27.333,28.617,27.333
"184",2019-05-16 10:45:00,27.333,28.543,28.965,27.358,28.617,27.358
"185",2019-05-16 11:00:00,27.284,28.468,28.916,27.308,28.568,27.333
"186",2019-05-16 11:15:00,27.21,28.419,28.841,27.21,28.518,27.235
"187",2019-05-16 11:30:00,27.161,28.394,28.816,27.186,28.468,27.21
"188",2019-05-16 11:45:00,27.161,28.394,28.791,27.186,28.493,27.186
"189",2019-05-16 12:00:00,27.21,28.444,28.841,27.235,28.543,27.259
"190",2019-05-16 12:15:00,27.235,28.468,28.841,27.235,28.543,27.259
"191",2019-05-16 12:30:00,27.259,28.493,28.841,27.284,28.568,27.284
"192",2019-05-16 12:45:00,27.308,28.518,28.941,27.333,28.617,27.358
"193",2019-05-16 13:00:00,27.333,28.543,28.941,27.358,28.593,27.382
"194",2019-05-16 13:15:00,27.308,28.518,28.941,27.333,28.593,27.333
"195",2019-05-16 13:30:00,27.308,28.518,28.916,27.333,28.617,27.358
"196",2019-05-16 13:42:37,NA,28.543,28.941,27.358,28.617,27.382
"197",2019-05-16 13:43:01,NA,NA,NA,NA,NA,NA
"198",2019-05-16 13:44:51,NA,NA,NA,NA,NA,NA
"199",2019-05-16 13:45:00,26.402,NA,NA,NA,NA,NA
"200",2019-05-16 14:00:00,27.333,28.593,28.99,27.333,28.642,27.382
"201",2019-05-16 14:15:00,27.333,28.593,28.99,27.358,28.692,27.382
"202",2019-05-16 14:30:00,27.382,28.642,29.04,27.407,28.717,27.431
"203",2019-05-16 14:45:00,27.431,28.667,29.09,27.456,28.742,27.481
"204",2019-05-16 15:00:00,27.382,28.667,29.04,27.407,28.766,27.456
"205",2019-05-16 15:15:00,27.308,28.593,28.99,27.333,28.717,27.382
"206",2019-05-16 15:30:00,27.358,28.617,29.015,27.382,28.692,27.407
"207",2019-05-16 15:45:00,27.358,28.617,29.015,27.382,28.717,27.407
"208",2019-05-16 16:00:00,27.382,28.642,29.015,27.407,28.766,27.431
"209",2019-05-16 16:15:00,27.382,28.717,29.065,27.382,28.717,27.431
"210",2019-05-16 16:30:00,27.382,28.717,29.065,27.382,28.717,27.431
"211",2019-05-16 16:45:00,27.382,28.717,29.115,27.407,28.742,27.431
"212",2019-05-16 17:00:00,27.407,28.742,29.115,27.431,28.766,27.456
"213",2019-05-16 17:15:00,27.407,28.742,29.14,27.431,28.742,27.456
"214",2019-05-16 17:30:00,27.431,28.742,29.165,27.456,28.791,27.481
"215",2019-05-16 17:45:00,27.431,28.742,29.14,27.456,28.791,27.481
"216",2019-05-16 18:00:00,27.407,28.742,29.165,27.431,28.791,27.456
"217",2019-05-16 18:15:00,27.407,28.742,29.14,27.431,28.742,27.456
"218",2019-05-16 18:30:00,27.407,28.742,29.115,27.431,28.766,27.456
"219",2019-05-16 18:45:00,27.407,28.717,29.115,27.431,28.791,27.456
"220",2019-05-16 19:00:00,27.431,28.742,29.115,27.431,28.791,27.456
"221",2019-05-16 19:15:00,27.431,28.742,29.115,27.431,28.766,27.456
"222",2019-05-16 19:30:00,27.431,28.742,29.115,27.431,28.791,27.456
"223",2019-05-16 19:45:00,27.407,28.742,29.14,27.431,28.791,27.456
"224",2019-05-16 20:00:00,27.382,28.692,29.115,27.407,28.742,27.431
"225",2019-05-16 20:15:00,27.382,28.692,29.115,27.382,28.717,27.407
"226",2019-05-16 20:30:00,27.358,28.617,29.09,27.382,28.742,27.382
"227",2019-05-16 20:45:00,27.358,28.667,29.09,27.382,28.742,27.382
"228",2019-05-16 21:00:00,27.333,28.642,29.065,27.358,28.692,27.382
"229",2019-05-16 21:15:00,27.333,28.642,29.065,27.358,28.667,27.358
"230",2019-05-16 21:30:00,27.308,28.642,29.065,27.333,28.692,27.333
"231",2019-05-16 21:45:00,27.284,28.642,29.04,27.308,28.667,27.333
"232",2019-05-16 22:00:00,27.284,28.642,29.04,27.308,28.642,27.333
"233",2019-05-16 22:15:00,27.284,28.568,29.015,27.284,28.642,27.308
"234",2019-05-16 22:30:00,27.259,28.593,29.015,27.284,28.667,27.308
"235",2019-05-16 22:45:00,27.259,28.568,28.99,27.284,28.642,27.284
"236",2019-05-16 23:00:00,27.259,28.543,28.99,27.259,28.617,27.284
"237",2019-05-16 23:15:00,27.235,28.518,28.965,27.235,28.617,27.259
"238",2019-05-16 23:30:00,27.21,28.543,28.965,27.21,28.593,27.235
"239",2019-05-16 23:45:00,27.186,28.518,28.941,27.21,28.543,27.21
"240",2019-05-17 00:00:00,27.136,28.468,28.916,27.136,28.518,27.161
"241",2019-05-17 00:15:00,27.136,28.444,28.891,27.136,28.518,27.161
"242",2019-05-17 00:30:00,27.161,28.444,28.916,27.161,28.518,27.186
"243",2019-05-17 00:45:00,27.161,28.493,28.916,27.186,28.543,27.186
"244",2019-05-17 01:00:00,27.186,28.518,28.916,27.186,28.518,27.21
"245",2019-05-17 01:15:00,27.161,28.518,28.941,27.161,28.543,27.186
"246",2019-05-17 01:30:00,27.136,28.518,28.891,27.136,28.518,27.161
"247",2019-05-17 01:45:00,27.136,28.493,28.891,27.136,28.493,27.161
"248",2019-05-17 02:00:00,27.136,28.493,28.891,27.161,28.518,27.161
"249",2019-05-17 02:15:00,27.136,28.493,28.891,27.161,28.518,27.161
"250",2019-05-17 02:30:00,27.136,28.468,28.891,27.136,28.518,27.161
"251",2019-05-17 02:45:00,27.136,28.468,28.891,27.161,28.543,27.161
"252",2019-05-17 03:00:00,27.136,28.468,28.891,27.136,28.518,27.161
"253",2019-05-17 03:15:00,27.112,28.468,28.866,27.112,28.493,27.136
"254",2019-05-17 03:30:00,27.087,28.444,28.841,27.112,28.468,27.112
"255",2019-05-17 03:45:00,27.087,28.444,28.841,27.087,28.468,27.087
"256",2019-05-17 04:00:00,27.063,28.419,28.841,27.063,28.444,27.087
"257",2019-05-17 04:15:00,27.038,28.419,28.816,27.038,28.419,27.063
"258",2019-05-17 04:30:00,27.038,28.419,28.816,27.038,28.419,27.063
"259",2019-05-17 04:45:00,26.989,28.394,28.791,27.014,28.369,27.014
"260",2019-05-17 05:00:00,27.014,28.369,28.791,27.014,28.419,27.014
"261",2019-05-17 05:15:00,26.989,28.369,28.766,26.989,28.419,27.014
"262",2019-05-17 05:30:00,26.94,28.32,28.742,26.94,28.369,26.965
"263",2019-05-17 05:45:00,26.94,28.32,28.742,26.94,28.345,26.965
"264",2019-05-17 06:00:00,26.916,28.32,28.742,26.94,28.295,26.94
"265",2019-05-17 06:15:00,26.891,28.27,28.667,26.891,28.295,26.916
"266",2019-05-17 06:30:00,26.842,28.221,28.617,26.842,28.221,26.867
