"Bleaching.Score","PLUG.ID","Timepoint","Treatment","Species","Group","SpGroup"
"261",-4.580882709127,"1721","Time1","Ambient","M. capitata","Time1 Ambient M. capitata","Ambient M. capitata"
"262",-4.43672612266511,"2530","Time1","Ambient","M. capitata","Time1 Ambient M. capitata","Ambient M. capitata"
"263",2.78478975072465,"2754","Time1","Ambient","M. capitata","Time1 Ambient M. capitata","Ambient M. capitata"
"264",-7.34882207574353,"1535","Time1","Ambient","M. capitata","Time1 Ambient M. capitata","Ambient M. capitata"
"265",-5.98298041061342,"2887","Time1","Ambient","P. acuta","Time1 Ambient P. acuta","Ambient P. acuta"
"266",-7.70964292374682,"1344","Time1","Ambient","P. acuta","Time1 Ambient P. acuta","Ambient P. acuta"
"267",-7.79102162651096,"1213","Time1","Ambient","P. acuta","Time1 Ambient P. acuta","Ambient P. acuta"
"268",-7.62046744389148,"1750","Time1","Ambient","P. acuta","Time1 Ambient P. acuta","Ambient P. acuta"
"269",-3.19955896393265,"2540","Time1","Ambient","P. acuta","Time1 Ambient P. acuta","Ambient P. acuta"
"270",-7.83642675206481,"1207","Time1","Ambient","P. acuta","Time1 Ambient P. acuta","Ambient P. acuta"
"271",-8.17936017089605,"1278","Time1","Ambient","P. acuta","Time1 Ambient P. acuta","Ambient P. acuta"
"272",-6.12017103920914,"2535","Time1","Ambient","P. acuta","Time1 Ambient P. acuta","Ambient P. acuta"
"273",-6.58818252102304,"2010","Time1","Ambient","P. acuta","Time1 Ambient P. acuta","Ambient P. acuta"
"274",-8.16809344451495,"2009","Time1","Ambient","P. acuta","Time1 Ambient P. acuta","Ambient P. acuta"
"275",-6.14071507845648,"2081","Time1","Ambient","P. acuta","Time1 Ambient P. acuta","Ambient P. acuta"
"276",-0.174061705608731,"1654","Time1","Ambient","P. acuta","Time1 Ambient P. acuta","Ambient P. acuta"
"277",-7.76531404955394,"1079","Time1","Ambient","P. acuta","Time1 Ambient P. acuta","Ambient P. acuta"
"278",-4.95392903425262,"1638","Time1","Ambient","P. acuta","Time1 Ambient P. acuta","Ambient P. acuta"
"279",-5.63012879209727,"1106","Time1","Ambient","P. acuta","Time1 Ambient P. acuta","Ambient P. acuta"
"280",-7.57748764773418,"1415","Time1","Ambient","P. acuta","Time1 Ambient P. acuta","Ambient P. acuta"
"281",-0.293822842334659,"1092","Time1","Ambient","P. acuta","Time1 Ambient P. acuta","Ambient P. acuta"
"282",-7.78320044574706,"3000","Time1","Ambient","P. acuta","Time1 Ambient P. acuta","Ambient P. acuta"
"283",-3.56440629868461,"1231","Time1","Ambient","P. acuta","Time1 Ambient P. acuta","Ambient P. acuta"
"284",-6.12743470063069,"1101","Time1","Ambient","P. acuta","Time1 Ambient P. acuta","Ambient P. acuta"
"285",-7.96844982464282,"2978","Time1","Ambient","P. acuta","Time1 Ambient P. acuta","Ambient P. acuta"
"286",8.9169488557142,"1629","Time1","High","M. capitata","Time1 High M. capitata","High M. capitata"
"287",8.89697703014304,"1773","Time1","High","M. capitata","Time1 High M. capitata","High M. capitata"
"288",3.29822808993999,"1726","Time1","High","M. capitata","Time1 High M. capitata","High M. capitata"
"289",6.44178368619275,"1688","Time1","High","M. capitata","Time1 High M. capitata","High M. capitata"
"290",1.91406141514331,"1078","Time1","High","M. capitata","Time1 High M. capitata","High M. capitata"
"291",7.52812016274994,"1591","Time1","High","M. capitata","Time1 High M. capitata","High M. capitata"
"292",5.87251002717494,"2396","Time1","High","M. capitata","Time1 High M. capitata","High M. capitata"
"293",4.09298728738404,"1725","Time1","High","M. capitata","Time1 High M. capitata","High M. capitata"
"294",8.14792784959126,"2411","Time1","High","M. capitata","Time1 High M. capitata","High M. capitata"
"295",4.84115028971376,"1178","Time1","High","M. capitata","Time1 High M. capitata","High M. capitata"
"296",5.72023123374856,"2747","Time1","High","M. capitata","Time1 High M. capitata","High M. capitata"
"297",2.15867233527207,"1095","Time1","High","M. capitata","Time1 High M. capitata","High M. capitata"
"298",-2.07902853558956,"2740","Time1","High","M. capitata","Time1 High M. capitata","High M. capitata"
"299",6.54778676972483,"1142","Time1","High","M. capitata","Time1 High M. capitata","High M. capitata"
"300",4.66040434918551,"2875","Time1","High","M. capitata","Time1 High M. capitata","High M. capitata"
"301",3.82699917151882,"1624","Time1","High","M. capitata","Time1 High M. capitata","High M. capitata"
"302",2.82955406205794,"2183","Time1","High","M. capitata","Time1 High M. capitata","High M. capitata"
"303",-4.35516282383767,"2023","Time1","High","M. capitata","Time1 High M. capitata","High M. capitata"
"304",-6.33232634536765,"1490","Time1","High","P. acuta","Time1 High P. acuta","High P. acuta"
"305",-3.59078026569228,"2995","Time1","High","P. acuta","Time1 High P. acuta","High P. acuta"
"306",-4.9196353074128,"1222","Time1","High","P. acuta","Time1 High P. acuta","High P. acuta"
"307",-7.91338620410884,"1600","Time1","High","P. acuta","Time1 High P. acuta","High P. acuta"
"308",-1.61824219670269,"1481","Time1","High","P. acuta","Time1 High P. acuta","High P. acuta"
"309",-6.58792869314605,"1215","Time1","High","P. acuta","Time1 High P. acuta","High P. acuta"
"310",-5.82698440836928,"1208","Time1","High","P. acuta","Time1 High P. acuta","High P. acuta"
"311",-7.90747470994688,"1586","Time1","High","P. acuta","Time1 High P. acuta","High P. acuta"
"312",-8.0955848312669,"1326","Time1","High","P. acuta","Time1 High P. acuta","High P. acuta"
"313",-7.959913127814,"1216","Time1","High","P. acuta","Time1 High P. acuta","High P. acuta"
"314",-2.12106038592548,"1997","Time1","High","P. acuta","Time1 High P. acuta","High P. acuta"
"315",-7.75196554690606,"1317","Time1","High","P. acuta","Time1 High P. acuta","High P. acuta"
"316",-8.18698267330447,"2391","Time1","High","P. acuta","Time1 High P. acuta","High P. acuta"
"317",-7.90032697509772,"1428","Time1","High","P. acuta","Time1 High P. acuta","High P. acuta"
"318",-8.02080223796072,"1196","Time1","High","P. acuta","Time1 High P. acuta","High P. acuta"
"319",6.6901426832152,"1737","Time1","High","P. acuta","Time1 High P. acuta","High P. acuta"
"320",-3.64611718609108,"1454","Time1","High","P. acuta","Time1 High P. acuta","High P. acuta"
"321",-5.13664129097678,"2397","Time1","High","P. acuta","Time1 High P. acuta","High P. acuta"
"322",-3.70123011644268,"2192","Time1","High","P. acuta","Time1 High P. acuta","High P. acuta"
"323",3.32087028729886,"1425","Time1","High","P. acuta","Time1 High P. acuta","High P. acuta"
"324",6.86941271616414,"1323","Time1","High","M. capitata","Time1 High M. capitata","High M. capitata"
"325",5.71112290608162,"1063","Time1","High","M. capitata","Time1 High M. capitata","High M. capitata"
"326",1.71294038956117,"1327","Time1","High","M. capitata","Time1 High M. capitata","High M. capitata"
"327",7.16582052436525,"1338","Time1","High","M. capitata","Time1 High M. capitata","High M. capitata"
"328",7.17153769639078,"2985","Time1","High","M. capitata","Time1 High M. capitata","High M. capitata"
"329",7.34112407467078,"1328","Time1","High","M. capitata","Time1 High M. capitata","High M. capitata"
"330",4.78897589548488,"2306","Time1","High","M. capitata","Time1 High M. capitata","High M. capitata"
"331",2.09190934041501,"1447","Time1","High","M. capitata","Time1 High M. capitata","High M. capitata"
"332",5.58582319530691,"1321","Time1","High","M. capitata","Time1 High M. capitata","High M. capitata"
"333",8.4149710921328,"1587","Time1","High","M. capitata","Time1 High M. capitata","High M. capitata"
"334",7.93710180134077,"1645","Time1","High","M. capitata","Time1 High M. capitata","High M. capitata"
"335",8.78633124497252,"2005","Time1","High","M. capitata","Time1 High M. capitata","High M. capitata"
"336",-0.710308127393166,"1730","Time1","High","M. capitata","Time1 High M. capitata","High M. capitata"
"337",-5.08777971544778,"1277","Time1","High","M. capitata","Time1 High M. capitata","High M. capitata"
"338",-0.393260060807401,"1442","Time1","High","M. capitata","Time1 High M. capitata","High M. capitata"
"339",5.80236815286378,"1286","Time1","High","M. capitata","Time1 High M. capitata","High M. capitata"
"340",0.739515492392474,"1341","Time1","High","M. capitata","Time1 High M. capitata","High M. capitata"
"341",-2.61348325103432,"2998","Time1","High","M. capitata","Time1 High M. capitata","High M. capitata"
"342",2.20395962916045,"2204","Time1","High","M. capitata","Time1 High M. capitata","High M. capitata"
"343",-2.67455706770335,"2750","Time1","High","M. capitata","Time1 High M. capitata","High M. capitata"
"344",-0.562609275596908,"1114","Time1","High","P. acuta","Time1 High P. acuta","High P. acuta"
"345",-8.29111796127675,"1060","Time1","High","P. acuta","Time1 High P. acuta","High P. acuta"
"346",-8.14120719426653,"2156","Time1","High","P. acuta","Time1 High P. acuta","High P. acuta"
"347",-7.19780782072294,"2739","Time1","High","P. acuta","Time1 High P. acuta","High P. acuta"
"348",-6.8241353094719,"1999","Time1","High","P. acuta","Time1 High P. acuta","High P. acuta"
"349",-4.55586313020301,"1707","Time1","High","P. acuta","Time1 High P. acuta","High P. acuta"
"350",-7.15841964079761,"2855","Time1","High","P. acuta","Time1 High P. acuta","High P. acuta"
"351",-8.13991145399562,"1570","Time1","High","P. acuta","Time1 High P. acuta","High P. acuta"
"352",-7.92846237574918,"2180","Time1","High","P. acuta","Time1 High P. acuta","High P. acuta"
"353",-6.86845979572314,"2866","Time1","High","P. acuta","Time1 High P. acuta","High P. acuta"
"354",-2.98418426506943,"2733","Time1","High","P. acuta","Time1 High P. acuta","High P. acuta"
"355",-6.56340040582624,"2169","Time1","High","P. acuta","Time1 High P. acuta","High P. acuta"
"356",-7.98948709594411,"2552","Time1","High","P. acuta","Time1 High P. acuta","High P. acuta"
"357",-7.13411971726171,"1769","Time1","High","P. acuta","Time1 High P. acuta","High P. acuta"
"358",-6.70679006352006,"1090","Time1","High","P. acuta","Time1 High P. acuta","High P. acuta"
"359",-2.33010311770349,"1270","Time1","High","P. acuta","Time1 High P. acuta","High P. acuta"
"360",-4.34217204219447,"2528","Time1","High","P. acuta","Time1 High P. acuta","High P. acuta"
"361",-5.36871135112659,"1579","Time1","High","P. acuta","Time1 High P. acuta","High P. acuta"
"362",-7.45240470453715,"2988","Time1","High","P. acuta","Time1 High P. acuta","High P. acuta"
"363",-3.82301183308115,"2511","Time1","High","P. acuta","Time1 High P. acuta","High P. acuta"
"364",8.83820703636755,"1229","Time1","Ambient","M. capitata","Time1 Ambient M. capitata","Ambient M. capitata"
"365",8.1047157776717,"1236","Time1","Ambient","M. capitata","Time1 Ambient M. capitata","Ambient M. capitata"
"366",2.41656077875516,"1736","Time1","Ambient","M. capitata","Time1 Ambient M. capitata","Ambient M. capitata"
"367",2.73246997747197,"1121","Time1","Ambient","M. capitata","Time1 Ambient M. capitata","Ambient M. capitata"
"368",7.34590709728931,"1258","Time1","Ambient","M. capitata","Time1 Ambient M. capitata","Ambient M. capitata"
"369",7.24885934593506,"2871","Time1","Ambient","M. capitata","Time1 Ambient M. capitata","Ambient M. capitata"
"370",8.35157951383036,"1157","Time1","Ambient","M. capitata","Time1 Ambient M. capitata","Ambient M. capitata"
"371",8.06690760668467,"2212","Time1","Ambient","M. capitata","Time1 Ambient M. capitata","Ambient M. capitata"
"372",7.73429609345041,"1302","Time1","Ambient","M. capitata","Time1 Ambient M. capitata","Ambient M. capitata"
"373",8.30661464654694,"1775","Time1","Ambient","M. capitata","Time1 Ambient M. capitata","Ambient M. capitata"
"374",7.17689891452378,"1084","Time1","Ambient","M. capitata","Time1 Ambient M. capitata","Ambient M. capitata"
"375",8.32710343167254,"1169","Time1","Ambient","M. capitata","Time1 Ambient M. capitata","Ambient M. capitata"
"376",4.59981550446584,"2172","Time1","Ambient","M. capitata","Time1 Ambient M. capitata","Ambient M. capitata"
"377",8.08694109215849,"1308","Time1","Ambient","M. capitata","Time1 Ambient M. capitata","Ambient M. capitata"
"378",2.58811303411884,"1243","Time1","Ambient","M. capitata","Time1 Ambient M. capitata","Ambient M. capitata"
"379",0.419951837104936,"1772","Time1","Ambient","M. capitata","Time1 Ambient M. capitata","Ambient M. capitata"
"380",5.48405061143398,"2393","Time1","Ambient","M. capitata","Time1 Ambient M. capitata","Ambient M. capitata"
"381",7.8430235258754,"1426","Time1","Ambient","M. capitata","Time1 Ambient M. capitata","Ambient M. capitata"
"382",0.765429289104293,"1595","Time1","Ambient","M. capitata","Time1 Ambient M. capitata","Ambient M. capitata"
"383",7.12061867413398,"2153","Time1","Ambient","M. capitata","Time1 Ambient M. capitata","Ambient M. capitata"
"384",3.13855705788327,"1609","Time1","Ambient","M. capitata","Time1 Ambient M. capitata","Ambient M. capitata"
"385",-0.481528019430328,"1119","Time1","Ambient","P. acuta","Time1 Ambient P. acuta","Ambient P. acuta"
"386",-2.59232473495094,"2388","Time1","Ambient","P. acuta","Time1 Ambient P. acuta","Ambient P. acuta"
"387",-3.27355445443237,"1676","Time1","Ambient","P. acuta","Time1 Ambient P. acuta","Ambient P. acuta"
"388",-6.43491519278898,"1588","Time1","Ambient","P. acuta","Time1 Ambient P. acuta","Ambient P. acuta"
"389",-5.44137969081338,"1319","Time1","Ambient","P. acuta","Time1 Ambient P. acuta","Ambient P. acuta"
"390",2.58197932358272,"1622","Time1","Ambient","P. acuta","Time1 Ambient P. acuta","Ambient P. acuta"
"391",-5.90913349112034,"1583","Time1","Ambient","P. acuta","Time1 Ambient P. acuta","Ambient P. acuta"
"392",-7.93713890202083,"2864","Time1","Ambient","P. acuta","Time1 Ambient P. acuta","Ambient P. acuta"
"393",-6.39695579854478,"1998","Time1","Ambient","P. acuta","Time1 Ambient P. acuta","Ambient P. acuta"
"394",-6.23459259023107,"1181","Time1","Ambient","P. acuta","Time1 Ambient P. acuta","Ambient P. acuta"
"395",1.97714819994568,"1296","Time1","Ambient","P. acuta","Time1 Ambient P. acuta","Ambient P. acuta"
"396",-5.25214572547075,"1068","Time1","Ambient","P. acuta","Time1 Ambient P. acuta","Ambient P. acuta"
"397",-5.89586856583293,"1212","Time1","Ambient","P. acuta","Time1 Ambient P. acuta","Ambient P. acuta"
"398",-5.01275378111124,"1297","Time1","Ambient","P. acuta","Time1 Ambient P. acuta","Ambient P. acuta"
"399",-5.08221127111059,"1651","Time1","Ambient","P. acuta","Time1 Ambient P. acuta","Ambient P. acuta"
"400",6.90960484967973,"1592","Time1","Ambient","P. acuta","Time1 Ambient P. acuta","Ambient P. acuta"
"401",-4.62460363121815,"1103","Time1","Ambient","P. acuta","Time1 Ambient P. acuta","Ambient P. acuta"
"402",-6.43401154908962,"1044","Time1","Ambient","P. acuta","Time1 Ambient P. acuta","Ambient P. acuta"
"403",-3.31049320998447,"2191","Time1","Ambient","P. acuta","Time1 Ambient P. acuta","Ambient P. acuta"
"404",-3.68842574935919,"1115","Time1","Ambient","P. acuta","Time1 Ambient P. acuta","Ambient P. acuta"
"405",8.33044551954029,"1598","Time1","High","M. capitata","Time1 High M. capitata","High M. capitata"
"406",5.32628753586928,"2999","Time1","High","M. capitata","Time1 High M. capitata","High M. capitata"
"407",6.75051841203854,"1307","Time1","High","M. capitata","Time1 High M. capitata","High M. capitata"
"408",3.46023215714881,"2025","Time1","High","M. capitata","Time1 High M. capitata","High M. capitata"
"409",5.81774791298625,"1744","Time1","High","M. capitata","Time1 High M. capitata","High M. capitata"
"410",8.01980643839924,"2019","Time1","High","M. capitata","Time1 High M. capitata","High M. capitata"
"411",7.9640891463527,"1303","Time1","High","M. capitata","Time1 High M. capitata","High M. capitata"
"412",-1.29796823726295,"1475","Time1","High","M. capitata","Time1 High M. capitata","High M. capitata"
"413",3.91040005211168,"1239","Time1","High","M. capitata","Time1 High M. capitata","High M. capitata"
"414",-1.38995040738874,"2534","Time1","High","M. capitata","Time1 High M. capitata","High M. capitata"
"415",8.26027434621305,"2756","Time1","High","M. capitata","Time1 High M. capitata","High M. capitata"
"416",1.47282886798311,"1256","Time1","High","M. capitata","Time1 High M. capitata","High M. capitata"
"417",6.25104188423192,"1565","Time1","High","M. capitata","Time1 High M. capitata","High M. capitata"
"418",-0.0655767854328145,"1294","Time1","High","M. capitata","Time1 High M. capitata","High M. capitata"
"419",8.1363822228961,"1738","Time1","High","M. capitata","Time1 High M. capitata","High M. capitata"
"420",6.33351072272476,"1710","Time1","High","M. capitata","Time1 High M. capitata","High M. capitata"
"421",5.63014856115354,"1418","Time1","High","M. capitata","Time1 High M. capitata","High M. capitata"
"422",1.60028628414781,"1262","Time1","High","M. capitata","Time1 High M. capitata","High M. capitata"
"423",-7.13177656369483,"2058","Time1","High","M. capitata","Time1 High M. capitata","High M. capitata"
"424",-6.00821057612654,"1713","Time1","High","M. capitata","Time1 High M. capitata","High M. capitata"
"425",4.92773987539576,"2878","Time1","High","M. capitata","Time1 High M. capitata","High M. capitata"
"426",-4.90408097409133,"1240","Time1","High","P. acuta","Time1 High P. acuta","High P. acuta"
"427",-4.46986816260507,"2076","Time1","High","P. acuta","Time1 High P. acuta","High P. acuta"
"428",-7.9718160779646,"1232","Time1","High","P. acuta","Time1 High P. acuta","High P. acuta"
"429",-7.29095273733547,"2981","Time1","High","P. acuta","Time1 High P. acuta","High P. acuta"
"430",-5.52277439552068,"1751","Time1","High","P. acuta","Time1 High P. acuta","High P. acuta"
"431",-5.52616813911632,"1098","Time1","High","P. acuta","Time1 High P. acuta","High P. acuta"
"432",-5.67879949545662,"1580","Time1","High","P. acuta","Time1 High P. acuta","High P. acuta"
"433",-7.17867414196845,"1268","Time1","High","P. acuta","Time1 High P. acuta","High P. acuta"
"434",-8.0450212747807,"1168","Time1","High","P. acuta","Time1 High P. acuta","High P. acuta"
"435",-6.11490019480138,"2409","Time1","High","P. acuta","Time1 High P. acuta","High P. acuta"
"436",-6.32965884680588,"1594","Time1","High","P. acuta","Time1 High P. acuta","High P. acuta"
"437",-6.4786832326802,"1605","Time1","High","P. acuta","Time1 High P. acuta","High P. acuta"
"438",-8.08616488873088,"2001","Time1","High","P. acuta","Time1 High P. acuta","High P. acuta"
"439",-6.68963430942859,"1269","Time1","High","P. acuta","Time1 High P. acuta","High P. acuta"
"440",-6.20583834518893,"1702","Time1","High","P. acuta","Time1 High P. acuta","High P. acuta"
"441",-1.05285375730101,"1421","Time1","High","P. acuta","Time1 High P. acuta","High P. acuta"
"442",-6.46895558426278,"1599","Time1","High","P. acuta","Time1 High P. acuta","High P. acuta"
"443",1.20554811444417,"1640","Time1","High","P. acuta","Time1 High P. acuta","High P. acuta"
"444",-4.11992086480344,"2744","Time1","High","P. acuta","Time1 High P. acuta","High P. acuta"
"445",-4.18634339657148,"2022","Time1","High","P. acuta","Time1 High P. acuta","High P. acuta"
"446",4.64969474578878,"1753","Time1","Ambient","M. capitata","Time1 Ambient M. capitata","Ambient M. capitata"
"447",7.76358711678402,"1052","Time1","Ambient","M. capitata","Time1 Ambient M. capitata","Ambient M. capitata"
"448",4.5508388673682,"2996","Time1","Ambient","M. capitata","Time1 Ambient M. capitata","Ambient M. capitata"
"449",2.24552928385573,"1625","Time1","Ambient","M. capitata","Time1 Ambient M. capitata","Ambient M. capitata"
"450",5.64650776289542,"2210","Time1","Ambient","M. capitata","Time1 Ambient M. capitata","Ambient M. capitata"
"451",2.75644637254734,"1210","Time1","Ambient","M. capitata","Time1 Ambient M. capitata","Ambient M. capitata"
"452",0.98191749899145,"1558","Time1","Ambient","M. capitata","Time1 Ambient M. capitata","Ambient M. capitata"
"453",-6.18205564932146,"1427","Time1","Ambient","M. capitata","Time1 Ambient M. capitata","Ambient M. capitata"
"454",1.60495091782736,"1076","Time1","Ambient","M. capitata","Time1 Ambient M. capitata","Ambient M. capitata"
"455",0.813748712437496,"1604","Time1","Ambient","M. capitata","Time1 Ambient M. capitata","Ambient M. capitata"
"456",5.26613236395174,"1633","Time1","Ambient","M. capitata","Time1 Ambient M. capitata","Ambient M. capitata"
"457",4.33892438323874,"1161","Time1","Ambient","M. capitata","Time1 Ambient M. capitata","Ambient M. capitata"
"458",-1.69642659178951,"2413","Time1","Ambient","M. capitata","Time1 Ambient M. capitata","Ambient M. capitata"
"459",4.29985446510494,"1331","Time1","Ambient","M. capitata","Time1 Ambient M. capitata","Ambient M. capitata"
"460",-2.07305132716386,"1462","Time1","Ambient","M. capitata","Time1 Ambient M. capitata","Ambient M. capitata"
"461",2.71370373200904,"2565","Time1","Ambient","M. capitata","Time1 Ambient M. capitata","Ambient M. capitata"
"462",-2.68973121037382,"2874","Time1","Ambient","M. capitata","Time1 Ambient M. capitata","Ambient M. capitata"
"463",-3.5543236118351,"2741","Time1","Ambient","M. capitata","Time1 Ambient M. capitata","Ambient M. capitata"
"464",0.664593374861681,"1284","Time1","Ambient","M. capitata","Time1 Ambient M. capitata","Ambient M. capitata"
"465",0.166380328368961,"1603","Time1","Ambient","M. capitata","Time1 Ambient M. capitata","Ambient M. capitata"
"466",2.11095779250889,"1449","Time1","Ambient","P. acuta","Time1 Ambient P. acuta","Ambient P. acuta"
"467",-5.13385718318621,"1156","Time1","Ambient","P. acuta","Time1 Ambient P. acuta","Ambient P. acuta"
"468",-6.39268221754604,"1047","Time1","Ambient","P. acuta","Time1 Ambient P. acuta","Ambient P. acuta"
"469",-7.39499829249335,"1556","Time1","Ambient","P. acuta","Time1 Ambient P. acuta","Ambient P. acuta"
"470",2.63458329187461,"1299","Time1","Ambient","P. acuta","Time1 Ambient P. acuta","Ambient P. acuta"
"471",-5.15952419828442,"1577","Time1","Ambient","P. acuta","Time1 Ambient P. acuta","Ambient P. acuta"
"472",-6.27800038587722,"2072","Time1","Ambient","P. acuta","Time1 Ambient P. acuta","Ambient P. acuta"
"473",-7.99001050218723,"1230","Time1","Ambient","P. acuta","Time1 Ambient P. acuta","Ambient P. acuta"
"474",-7.26399428402831,"1445","Time1","Ambient","P. acuta","Time1 Ambient P. acuta","Ambient P. acuta"
"475",-7.07570504770233,"1632","Time1","Ambient","P. acuta","Time1 Ambient P. acuta","Ambient P. acuta"
"476",-7.04147492392944,"3001","Time1","Ambient","P. acuta","Time1 Ambient P. acuta","Ambient P. acuta"
"477",-7.77834521999817,"2854","Time1","Ambient","P. acuta","Time1 Ambient P. acuta","Ambient P. acuta"
"478",-7.26613732083822,"1482","Time1","Ambient","P. acuta","Time1 Ambient P. acuta","Ambient P. acuta"
"479",-6.36777881613457,"2554","Time1","Ambient","P. acuta","Time1 Ambient P. acuta","Ambient P. acuta"
"480",-4.58171005591791,"1310","Time1","Ambient","P. acuta","Time1 Ambient P. acuta","Ambient P. acuta"
"481",1.62287803186584,"2088","Time1","Ambient","P. acuta","Time1 Ambient P. acuta","Ambient P. acuta"
"482",-1.31140734403689,"2194","Time1","Ambient","P. acuta","Time1 Ambient P. acuta","Ambient P. acuta"
"483",-2.76347480568565,"2872","Time1","Ambient","P. acuta","Time1 Ambient P. acuta","Ambient P. acuta"
"484",-4.96467846682261,"2532","Time1","Ambient","P. acuta","Time1 Ambient P. acuta","Ambient P. acuta"
"485",-3.53294835505241,"1637","Time1","Ambient","P. acuta","Time1 Ambient P. acuta","Ambient P. acuta"
"486",8.39788629228708,"2392","Time2","Ambient","M. capitata","Time2 Ambient M. capitata","Ambient M. capitata"
"487",5.78168910308187,"2734","Time2","Ambient","M. capitata","Time2 Ambient M. capitata","Ambient M. capitata"
"488",0.140101157529225,"1050","Time2","Ambient","M. capitata","Time2 Ambient M. capitata","Ambient M. capitata"
"489",5.28530517139451,"1048","Time2","Ambient","M. capitata","Time2 Ambient M. capitata","Ambient M. capitata"
"490",5.04943771986962,"1477","Time2","Ambient","M. capitata","Time2 Ambient M. capitata","Ambient M. capitata"
"491",6.68983669767216,"1570","Time2","Ambient","M. capitata","Time2 Ambient M. capitata","Ambient M. capitata"
"492",4.28714568618085,"1574","Time2","Ambient","M. capitata","Time2 Ambient M. capitata","Ambient M. capitata"
"493",3.51964747840223,"1093","Time2","Ambient","M. capitata","Time2 Ambient M. capitata","Ambient M. capitata"
"494",0.661980309924643,"1639","Time2","Ambient","M. capitata","Time2 Ambient M. capitata","Ambient M. capitata"
"495",5.15258157797798,"1124","Time2","Ambient","M. capitata","Time2 Ambient M. capitata","Ambient M. capitata"
"496",8.20793757453056,"1539","Time2","Ambient","M. capitata","Time2 Ambient M. capitata","Ambient M. capitata"
"497",2.2184344159121,"1740","Time2","Ambient","M. capitata","Time2 Ambient M. capitata","Ambient M. capitata"
"498",-3.01970543759871,"1271","Time2","Ambient","M. capitata","Time2 Ambient M. capitata","Ambient M. capitata"
"499",0.899477586278134,"1544","Time2","Ambient","M. capitata","Time2 Ambient M. capitata","Ambient M. capitata"
"500",4.18985170565817,"2555","Time2","Ambient","M. capitata","Time2 Ambient M. capitata","Ambient M. capitata"
"501",0.351108427132789,"2519","Time2","Ambient","M. capitata","Time2 Ambient M. capitata","Ambient M. capitata"
"502",4.58351303974975,"2363","Time2","Ambient","M. capitata","Time2 Ambient M. capitata","Ambient M. capitata"
"503",1.29648084863446,"1721","Time2","Ambient","M. capitata","Time2 Ambient M. capitata","Ambient M. capitata"
"504",-4.19934167028236,"2530","Time2","Ambient","M. capitata","Time2 Ambient M. capitata","Ambient M. capitata"
"505",5.21243629440485,"2754","Time2","Ambient","M. capitata","Time2 Ambient M. capitata","Ambient M. capitata"
"506",-4.90452317968301,"1535","Time2","Ambient","M. capitata","Time2 Ambient M. capitata","Ambient M. capitata"
"507",-2.16378037582161,"2887","Time2","Ambient","P. acuta","Time2 Ambient P. acuta","Ambient P. acuta"
"508",-5.03433462096574,"1344","Time2","Ambient","P. acuta","Time2 Ambient P. acuta","Ambient P. acuta"
"509",-3.56884382306438,"1213","Time2","Ambient","P. acuta","Time2 Ambient P. acuta","Ambient P. acuta"
"510",-5.48882505469979,"1750","Time2","Ambient","P. acuta","Time2 Ambient P. acuta","Ambient P. acuta"
"511",-1.65465703465542,"2540","Time2","Ambient","P. acuta","Time2 Ambient P. acuta","Ambient P. acuta"
"512",-6.4361455193567,"1207","Time2","Ambient","P. acuta","Time2 Ambient P. acuta","Ambient P. acuta"
"513",-8.06173187426811,"1278","Time2","Ambient","P. acuta","Time2 Ambient P. acuta","Ambient P. acuta"
"514",-6.29419021155522,"2535","Time2","Ambient","P. acuta","Time2 Ambient P. acuta","Ambient P. acuta"
"515",-1.76407296869222,"2010","Time2","Ambient","P. acuta","Time2 Ambient P. acuta","Ambient P. acuta"
"516",-7.30222665782972,"2009","Time2","Ambient","P. acuta","Time2 Ambient P. acuta","Ambient P. acuta"
"517",-3.60907171526667,"2081","Time2","Ambient","P. acuta","Time2 Ambient P. acuta","Ambient P. acuta"
"518",-0.169240655467867,"1654","Time2","Ambient","P. acuta","Time2 Ambient P. acuta","Ambient P. acuta"
"519",-5.99268638578646,"1079","Time2","Ambient","P. acuta","Time2 Ambient P. acuta","Ambient P. acuta"
"520",-6.67086668767021,"1638","Time2","Ambient","P. acuta","Time2 Ambient P. acuta","Ambient P. acuta"
"521",-5.5285331705317,"1106","Time2","Ambient","P. acuta","Time2 Ambient P. acuta","Ambient P. acuta"
"522",-2.96120327969198,"1415","Time2","Ambient","P. acuta","Time2 Ambient P. acuta","Ambient P. acuta"
"523",-1.0891054900397,"1101","Time2","Ambient","P. acuta","Time2 Ambient P. acuta","Ambient P. acuta"
"524",-0.577499665808924,"1092","Time2","Ambient","P. acuta","Time2 Ambient P. acuta","Ambient P. acuta"
"525",-6.90179303827463,"3000","Time2","Ambient","P. acuta","Time2 Ambient P. acuta","Ambient P. acuta"
"526",-1.98523159151377,"1231","Time2","Ambient","P. acuta","Time2 Ambient P. acuta","Ambient P. acuta"
"527",-5.55355721098244,"2978","Time2","Ambient","P. acuta","Time2 Ambient P. acuta","Ambient P. acuta"
"528",8.88313077988995,"1629","Time2","High","M. capitata","Time2 High M. capitata","High M. capitata"
"529",8.7365724517752,"1773","Time2","High","M. capitata","Time2 High M. capitata","High M. capitata"
"530",6.33507783109515,"1726","Time2","High","M. capitata","Time2 High M. capitata","High M. capitata"
"531",4.61653139772169,"1688","Time2","High","M. capitata","Time2 High M. capitata","High M. capitata"
